time,requestor,role,component,request_type,violation_type,score
2017-01-14 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 08:38:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 09:35:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 10:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 10:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 10:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 10:47:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-14 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 11:45:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 12:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 01:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 01:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 01:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 01:55:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-14 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 02:52:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 03:50:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 04:19:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-14 04:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 04:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 05:02:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-14 05:16:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-14 05:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-14 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 06:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 06:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 06:43:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-14 06:57:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-14 07:11:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2017-01-14 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 07:55:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-14 08:09:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-14 08:23:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-14 08:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 08:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 09:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-14 09:21:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-14 09:35:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-14 09:50:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-14 10:04:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2017-01-14 10:19:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2017-01-14 10:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 10:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 11:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 11:16:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-14 11:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-14 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 12:14:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-15 12:28:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-15 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 01:11:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2017-01-15 01:26:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2017-01-15 01:40:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 02:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 02:23:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-15 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 02:52:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-15 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 03:50:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 04:47:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 05:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 05:31:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-15 05:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 05:59:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-15 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 06:57:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 07:55:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 08:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 08:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 08:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 09:07:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-15 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 10:04:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 11:02:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 11:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 11:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 12:14:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-15 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 01:11:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 02:09:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 02:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 03:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 03:21:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-15 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 04:19:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 05:16:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 05:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 05:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 06:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 06:28:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-15 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 07:26:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 08:23:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-15 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 08:52:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-15 09:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 09:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 09:35:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-15 09:50:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-15 10:04:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-15 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-15 10:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 11:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-15 11:16:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-15 11:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-15 11:45:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2017-01-15 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 12:28:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-16 12:43:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-16 12:57:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-16 01:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 01:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 01:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-16 01:55:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-16 02:09:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-16 02:23:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-16 02:38:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2017-01-16 02:52:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2017-01-16 03:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 03:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 03:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 03:50:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-16 04:04:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-16 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 04:47:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-16 05:02:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-16 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 05:45:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2017-01-16 05:59:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2017-01-16 06:14:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-16 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 06:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 06:57:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-16 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 07:26:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-16 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 08:23:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-16 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 09:21:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-16 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 09:50:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 10:04:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-16 10:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 10:33:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-16 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 11:31:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-16 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 12:28:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-16 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-16 12:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 01:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 01:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-16 01:40:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-16 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
